"Season","Team","G","AB","PA","AVG","ISO","WAR","Spd","Def"
"1981","Phillies","1480","3665","4143",".273",".115","17.7","4.8","-10.2"
"1952","Phillies","1707","5203","5872",".260",".116","25.2","4.1","56.5"
"2006","Reds","2335","5515","6296",".257",".175","19.8","4.2","31.1"
"1920","Red Sox","1644","5189","5980",".269",".082","16.5","4.8","48.9"
"1936","Reds","1849","5393","5904",".274",".114","17.7","5.0","23.1"
"1975","Royals","1776","5491","6231",".261",".133","22.6","5.3","-8.6"
"2009","Marlins","2394","5572","6312",".268",".148","20.0","4.2","14.4"
"1932","Pirates","1695","5421","5906",".285",".110","19.7","5.3","40.0"
"1964","Braves","2094","5588","6203",".272",".146","35.1","4.0","24.4"
"1921","Pirates","1578","5379","5946",".285",".102","17.9","6.0","63.3"
"1987","Athletics","1786","5511","6238",".260",".168","20.7","4.9","-42.8"
"2003","Royals","2217","5568","6239",".274",".153","12.5","5.3","-57.8"
"1947","Indians","1913","5364","5972",".260",".125","28.5","4.0","96.3"
"2008","Braves","2407","5604","6368",".270",".138","21.1","3.9","18.2"
"2000","Diamondbacks","2103","5527","6241",".265",".164","15.6","4.8","59.2"
"1988","Athletics","1870","5602","6356",".263",".136","31.4","4.6","-6.3"
"2010","White Sox","2212","5484","6118",".268",".152","14.8","4.7","-58.4"
"2009","Dodgers","2352","5592","6385",".270",".141","25.8","4.9","34.1"
"1976","Twins","1763","5574","6307",".274",".102","28.1","5.2","-6.8"
"2001","Yankees","1867","5577","6233",".267",".168","17.3","4.9","-73.8"
"1953","Reds","1862","5343","5912",".261",".141","15.2","3.4","73.5"
"1994","Blue Jays","1162","3962","4462",".269",".155","7.6","5.1","-42.5"
"1933","White Sox","1729","5317","5989",".273",".088","14.8","4.1","36.0"
"1926","Giants","1776","5165","5665",".278",".106","19.6","5.0","67.3"
"1943","Senators","1678","5232","5964",".254",".093","25.1","5.4","13.9"
"2005","Braves","2347","5486","6186",".265",".170","29.6","4.8","96.7"
"1992","Twins","1816","5582","6267",".277",".115","23.9","4.5","11.8"
"1957","Yankees","1881","5270","5991",".268",".141","33.0","4.2","84.1"
"1979","White Sox","1812","5463","6056",".275",".135","19.2","4.4","-9.6"
"2012","Angels","2267","5536","6121",".274",".159","37.5","4.8","45.7"
"2009","Rangers","2158","5526","6127",".260",".185","17.5","5.3","15.7"
"1947","Reds","1844","5297","5952",".259",".116","10.1","4.0","-17.4"
"1938","Dodgers","1815","5142","5853",".257",".110","14.1","5.2","20.2"
"1995","Rangers","1548","4913","5566",".265",".144","12.7","4.4","8.0"
"1997","Padres","2209","5609","6373",".271",".136","11.9","4.3","-94.2"
"2014","Tigers","2330","5630","6202",".277",".150","23.4","4.7","-57.9"
"1941","Senators","1704","5521","6067",".272",".104","12.4","5.5","-1.8"
"1944","Dodgers","1909","5391","6007",".269",".097","10.9","4.1","-57.0"
"2006","Orioles","2295","5610","6240",".277",".146","17.1","4.6","-2.7"
"1953","Cubs","1919","5251","5846",".260",".138","6.2","4.5","-22.1"
"1989","Twins","1881","5581","6207",".276",".125","20.0","4.6","-44.0"
"1964","Twins","2064","5609","6317",".252",".175","27.9","4.2","52.3"
"2002","Rockies","2393","5512","6165",".274",".149","9.6","4.8","34.1"
"2005","Cardinals","2324","5538","6246",".270",".153","27.1","4.5","54.7"
"1981","White Sox","1251","3615","4064",".272",".115","16.5","4.9","-16.9"
"2002","Phillies","2260","5524","6323",".259",".163","23.9","4.6","27.8"
"2012","Rockies","2429","5577","6183",".274",".163","9.3","5.1","-30.1"
"1950","Browns","1893","5163","5971",".246",".124","-5.3","3.7","-60.9"
"1966","Pirates","2073","5669","6222",".280",".149","33.8","4.6","46.7"
"1961","Giants","1956","5232","5884",".264",".159","25.6","4.3","54.8"
"1933","Tigers","1729","5501","6090",".269",".111","17.0","5.2","63.9"
"1987","Yankees","1773","5507","6218",".262",".156","21.7","4.0","3.0"
"1986","Angels","1732","5433","6297",".255",".149","29.5","4.9","48.0"
"1980","Indians","1770","5470","6259",".277",".104","16.3","4.7","-66.6"
"1962","Tigers","2026","5454","6232",".248",".163","19.9","4.5","24.3"
"2003","Mariners","2180","5561","6281",".271",".139","31.1","4.7","62.6"
"1995","Cubs","1996","4963","5543",".265",".165","20.8","5.1","51.3"
"1982","Tigers","1734","5590","6166",".266",".152","27.9","4.4","58.1"
"2003","Pirates","2346","5581","6315",".267",".153","21.0","4.6","29.3"
"1961","Dodgers","2072","5189","5940",".262",".143","15.0","4.6","0.5"
"2006","Cardinals","2359","5522","6225",".269",".163","23.3","4.0","46.0"
"1996","Blue Jays","1664","5599","6295",".259",".161","11.1","5.1","-39.7"
"2002","Cardinals","2366","5505","6246",".268",".157","30.4","4.4","82.2"
"1995","Brewers","1612","5000","5631",".266",".143","11.5","5.2","-14.0"
"1958","Red Sox","1923","5218","5972",".256",".144","22.5","3.3","40.5"
"1993","Mariners","1784","5494","6288",".260",".146","21.0","3.8","28.0"
"1952","Red Sox","1848","5246","5885",".255",".122","16.2","3.8","48.7"
"1983","Braves","2121","5472","6198",".272",".128","22.1","4.8","22.4"
"1974","Pirates","2065","5702","6366",".274",".118","28.1","4.2","20.6"
"1984","Phillies","2296","5614","6284",".266",".141","30.5","5.6","19.9"
"1929","Reds","1740","5268","5881",".281",".098","11.9","5.8","65.2"
"2008","Rockies","2310","5557","6312",".263",".152","10.1","5.0","-22.6"
"1953","Senators","1689","5140","5847",".263",".106","20.8","4.6","36.8"
"1994","Royals","1144","3911","4391",".269",".150","8.0","5.9","-24.3"
"1992","Yankees","1666","5593","6262",".261",".144","22.8","3.9","-34.2"
"1932","Giants","1818","5528","5948",".276",".130","18.9","4.3","24.9"
"2008","Marlins","2361","5499","6206",".254",".179","20.6","4.4","33.5"
"1997","Astros","2164","5502","6363",".259",".144","31.0","5.3","107.8"
"1932","Cubs","1711","5462","6006",".278",".114","21.4","4.5","63.8"
"1979","Rangers","1860","5562","6194",".278",".130","24.8","3.9","35.6"
"1946","Braves","1866","5222","5937",".264",".089","20.5","4.1","33.2"
"1979","Dodgers","2060","5490","6188",".263",".149","26.0","4.2","8.3"
"1976","Yankees","1705","5555","6156",".269",".119","38.2","5.0","80.0"
"1998","Angels","1884","5630","6280",".272",".144","8.2","4.5","-85.9"
"2004","Twins","2318","5623","6286",".266",".166","17.2","4.5","-15.6"
"2016","Tigers","1837","5526","6127",".267",".171","20.2","4.0","-31.6"
"2003","Giants","2272","5456","6204",".264",".161","28.2","3.8","94.8"
"1920","Tigers","1733","5212","5933",".270",".089","8.3","4.8","-8.0"
"1983","White Sox","1969","5484","6164",".262",".150","25.8","5.6","24.0"
"1999","Pirates","2249","5467","6233",".259",".160","14.0","5.0","45.7"
"1991","Pirates","2215","5445","6265",".263",".135","31.0","5.3","23.1"
"2010","Tigers","2274","5643","6312",".268",".147","25.0","4.1","2.2"
"1974","White Sox","1811","5577","6235",".268",".121","18.0","3.4","-59.6"
"1919","Red Sox","1453","4548","5254",".261",".083","19.4","5.0","28.9"
"1960","Pirates","1901","5393","6015",".277",".131","30.0","4.1","69.2"
"1946","Senators","1767","5337","5959",".260",".106","16.2","4.3","-15.1"
"2005","Orioles","2323","5551","6134",".269",".165","18.8","4.3","-18.7"
"1934","Browns","1735","5285","5919",".267",".105","2.8","4.2","19.1"
"1971","Tigers","2062","5502","6196",".254",".150","25.7","3.5","27.3"
"1940","Cubs","1750","5389","5970",".267",".116","21.2","4.3","36.4"
"2008","Brewers","2227","5535","6252",".253",".179","25.2","4.9","61.6"
"1997","Marlins","2179","5439","6300",".259",".135","21.9","4.4","35.0"
"1994","Red Sox","1202","3940","4446",".263",".157","8.0","4.6","-5.7"
"2002","Astros","2342","5503","6252",".262",".156","18.6","4.2","33.4"
"2012","Brewers","2415","5557","6224",".259",".177","26.9","5.6","33.2"
"1933","Cardinals","1751","5387","5911",".276",".102","20.1","5.0","20.2"
"1987","Twins","1805","5441","6090",".261",".168","15.4","4.9","-7.3"
"1953","Tigers","1970","5552","6150",".266",".121","16.8","3.5","32.4"
"1994","Cardinals","1514","3902","4450",".263",".151","18.3","4.6","63.6"
"1945","Indians","1669","4898","5536",".255",".104","20.2","3.4","10.0"
"2012","Cardinals","2391","5622","6326",".271",".150","28.3","4.7","28.9"
"1997","Giants","2249","5485","6296",".258",".156","27.5","5.0","82.5"
"2005","Cubs","2276","5584","6161",".270",".170","21.3","3.7","59.4"
"1970","Braves","1981","5546","6202",".270",".134","19.8","3.6","26.7"
"1930","Browns","1672","5277","5946",".268",".123","6.0","5.2","32.4"
"2006","Marlins","2354","5502","6191",".264",".171","20.2","4.8","20.0"
"1961","Braves","1810","5273","5942",".258",".158","30.5","4.3","95.1"
"1953","Red Sox","1939","5243","5874",".264",".121","11.3","3.5","37.7"
"2007","Rangers","2313","5555","6214",".263",".163","15.1","5.1","-26.5"
"1975","Pirates","2051","5489","6112",".263",".139","30.1","4.2","72.6"
"1975","Indians","1750","5404","6059",".261",".131","19.0","3.8","-29.5"
"1943","Tigers","1733","5361","5979",".261",".098","17.6","3.7","20.6"
"1928","Braves","1765","5221","5886",".275",".092","8.6","4.2","-13.9"
"1996","Reds","2287","5455","6213",".256",".166","16.1","5.4","2.0"
"1917","Tigers","1680","5091","5812",".259",".085","23.8","5.9","5.1"
"2004","Padres","2316","5573","6313",".273",".141","25.9","3.9","22.3"
"1935","Dodgers","1779","5410","5937",".277",".099","17.1","4.6","34.2"
"1987","Cubs","2249","5583","6197",".264",".168","11.2","4.4","-36.2"
"2016","Cardinals","2208","5548","6223",".255",".187","21.7","3.6","2.3"
"2002","Blue Jays","2236","5581","6230",".261",".169","18.9","4.9","-7.8"
"1959","Tigers","1892","5209","5946",".258",".141","22.0","3.6","47.7"
"1919","Giants","1504","4664","5157",".269",".097","29.1","5.9","62.3"
"2001","Cubs","2271","5406","6219",".261",".169","20.6","4.1","29.3"
"1990","Athletics","1891","5433","6240",".254",".137","36.4","4.5","85.0"
"1922","Senators","1642","5203","5867",".268",".099","13.8","5.4","49.3"
"1966","Braves","2121","5617","6286",".263",".161","30.0","3.9","21.9"
"2007","Cubs","2379","5643","6268",".271",".150","21.1","4.4","96.7"
"1997","Tigers","1846","5481","6190",".258",".157","8.0","5.0","-80.9"
"1993","Indians","1781","5619","6267",".275",".133","17.9","5.1","-21.4"
"1929","Braves","1750","5288","5920",".280",".095","3.4","5.1","10.4"
"1993","Cardinals","2288","5551","6279",".272",".123","24.3","4.8","23.5"
"1987","Reds","2241","5560","6196",".266",".161","21.1","5.3","27.0"
"1969","Pirates","2060","5626","6235",".277",".121","30.1","4.7","30.5"
"2006","Athletics","2197","5500","6281",".260",".152","16.5","3.9","-8.1"
"1945","Tigers","1752","5255","5883",".256",".105","18.7","4.0","50.2"
"1943","Indians","1738","5269","5967",".255",".095","27.1","3.6","55.1"
"1933","Cubs","1653","5255","5785",".271",".109","28.0","4.4","72.9"
"1921","Robins","1677","5263","5773",".280",".106","10.6","5.3","5.9"
"1997","Dodgers","2154","5530","6199",".269",".150","19.8","4.6","4.4"
"2007","Athletics","2220","5577","6365",".256",".151","17.2","3.3","-32.1"
"1925","Red Sox","1738","5168","5840",".266",".098","-1.1","4.2","-19.1"
"1958","Phillies","1930","5362","6080",".266",".135","13.8","4.1","-27.1"
"1974","Twins","1878","5632","6304",".272",".106","19.7","3.9","-41.8"
"2012","Tigers","2248","5476","6119",".268",".154","18.7","4.3","-40.4"
"1918","Cubs","1353","4324","4898",".265",".077","19.8","5.8","13.2"
"1986","Mets","2086","5558","6349",".263",".138","33.3","4.7","52.7"
"1979","Phillies","2155","5464","6222",".266",".130","29.2","4.8","90.8"
"1927","Reds","1688","5185","5827",".278",".089","17.7","5.1","57.0"
"1944","Tigers","1667","5343","6010",".263",".091","17.3","4.0","39.5"
"1993","Rockies","2245","5517","6073",".273",".149","10.0","5.7","10.9"
"1995","Marlins","1892","4886","5569",".262",".144","19.5","4.9","41.3"
"1973","Royals","1825","5508","6274",".261",".120","15.1","4.6","-75.4"
"1991","Brewers","1638","5611","6311",".271",".125","18.8","5.0","-49.4"
"1993","Braves","2086","5515","6234",".262",".146","30.5","4.8","121.1"
"1950","Cubs","1889","5230","5794",".248",".153","10.5","4.2","23.7"
"1978","Reds","2241","5388","6190",".256",".138","24.9","4.7","3.8"
"2008","Twins","2287","5641","6331",".279",".129","18.6","5.3","-35.2"
"1977","Pirates","2133","5650","6249",".274",".140","27.8","5.8","81.7"
"1981","Reds","1399","3629","4115",".267",".118","18.2","4.1","17.1"
"1985","Mariners","1730","5517","6181",".256",".157","17.1","4.7","-43.4"
"1919","Yankees","1486","4773","5361",".267",".089","20.9","5.0","73.6"
"2009","Tigers","2350","5540","6234",".260",".156","17.9","4.4","13.9"
"2009","Orioles","2281","5618","6233",".268",".147","10.2","3.9","-37.1"
"1941","Giants","1806","5395","6018",".260",".112","16.0","3.6","11.5"
"1999","Cubs","2268","5477","6196",".257",".163","10.4","4.1","20.0"
"1962","Dodgers","2147","5628","6362",".268",".132","30.1","6.4","23.3"
"1974","Rangers","1715","5449","6123",".272",".105","20.3","4.5","-48.0"
"1953","White Sox","1920","5212","5986",".258",".106","16.8","4.6","30.0"
"1984","Athletics","2029","5457","6161",".259",".145","21.1","4.8","-47.8"
"1934","White Sox","1671","5302","5995",".263",".100","4.5","3.9","-3.7"
"1960","Braves","1866","5261","5866",".265",".153","28.5","4.7","24.1"
"1921","Reds","1601","5112","5727",".278",".092","13.4","5.6","26.6"
"1991","White Sox","1874","5594","6360",".262",".129","28.6","4.8","44.2"
"2005","Diamondbacks","2370","5550","6327",".256",".165","12.4","3.9","-10.7"
"1949","Senators","1879","5229","5907",".254",".102","4.1","3.7","-20.4"
"1956","Braves","1946","5207","5897",".259",".163","30.3","4.0","90.2"
"1990","Pirates","2217","5388","6161",".259",".146","31.7","5.1","55.8"
"1944","Cubs","1829","5462","6108",".261",".099","17.3","4.2","-1.0"
"2010","Braves","2376","5463","6252",".258",".143","21.5","4.1","15.7"
"1978","Royals","1836","5472","6127",".268",".131","27.8","5.9","34.2"
"1959","Braves","1939","5388","6010",".265",".152","27.0","4.1","14.5"
"1952","Cubs","1813","5329","5834",".264",".119","17.5","3.9","41.2"
"2005","Devil Rays","2245","5552","6120",".274",".151","20.6","5.4","-16.4"
"1978","Orioles","1895","5422","6081",".258",".138","27.7","3.5","17.7"
"2003","Marlins","2190","5490","6186",".266",".155","23.4","5.1","41.8"
"2000","Expos","2328","5535","6153",".266",".165","8.3","4.1","1.2"
"1973","Athletics","2210","5507","6257",".260",".129","36.0","4.7","66.0"
"2004","Dodgers","2357","5542","6244",".262",".161","28.0","4.5","96.9"
"1931","Tigers","1669","5426","5992",".268",".103","7.2","5.2","13.4"
"1979","Indians","1721","5376","6207",".258",".126","12.9","4.6","-58.2"
"1979","Pirates","2173","5658","6329",".272",".144","25.6","5.7","41.4"
"2006","Angels","2264","5609","6221",".274",".150","17.0","4.9","-12.1"
"1920","Giants","1700","5309","5891",".269",".094","27.0","5.6","79.1"
"1994","Angels","1223","3943","4443",".264",".145","7.9","3.8","-5.7"
"1961","Cubs","2000","5337","5992",".255",".163","11.0","4.0","-39.8"
"1994","Dodgers","1467","3904","4371",".270",".144","10.3","4.7","-38.9"
"2005","Brewers","2226","5448","6156",".259",".163","19.4","4.0","37.3"
"1961","Angels","2198","5419","6247",".246",".153","14.3","3.2","43.0"
"1979","Mariners","1850","5543","6206",".269",".135","16.1","5.1","-22.9"
"2009","Nationals","2401","5493","6273",".258",".148","15.7","4.2","-6.3"
"1964","Red Sox","2015","5513","6106",".258",".158","16.5","3.0","-4.4"
"2006","Nationals","2430","5495","6283",".262",".156","19.5","4.3","18.8"
"1981","Yankees","1162","3529","3994",".252",".139","18.2","3.8","8.3"
"1979","Reds","2065","5471","6211",".264",".132","26.7","4.4","49.1"
"1940","Dodgers","1895","5470","6089",".260",".123","16.5","4.7","21.9"
"1971","Cardinals","2097","5610","6300",".275",".110","24.3","5.2","-28.5"
"1928","Reds","1716","5184","5808",".280",".089","15.4","5.1","58.4"
"1961","Reds","1945","5236","5789",".270",".150","21.7","4.6","65.6"
"1919","Browns","1522","4672","5299",".264",".091","11.9","5.2","3.9"
"1958","Braves","1849","5224","5858",".266",".146","31.5","3.2","99.7"
"1997","Royals","1929","5599","6295",".264",".143","18.6","4.6","33.8"
"2009","Braves","2335","5539","6335",".263",".142","18.9","3.7","29.4"
"1941","Cubs","1785","5224","5895",".253",".112","16.7","3.4","7.2"
"2007","Orioles","2348","5631","6264",".272",".141","15.1","5.0","-17.2"
"2000","Twins","1972","5615","6283",".270",".137","3.3","4.9","-64.5"
"2000","Cubs","2266","5574","6394",".256",".156","15.8","4.1","47.8"
"2013","Athletics","2313","5521","6209",".254",".165","27.8","4.4","-12.5"
"1988","Yankees","1739","5591","6296",".263",".132","20.7","4.6","-54.5"
"1951","Phillies","1867","5330","5959",".260",".116","15.7","4.3","23.9"
"1993","Astros","1993","5464","6136",".267",".142","29.4","4.6","72.4"
"2011","Brewers","2292","5447","6113",".261",".164","26.9","4.6","43.4"
"2014","Dodgers","2364","5560","6231",".265",".140","32.0","5.1","25.7"
"1997","Twins","1962","5634","6267",".270",".139","12.7","5.3","-22.3"
"2016","Blue Jays","1883","5479","6233",".248",".178","23.4","3.7","7.9"
"1998","Athletics","1905","5488","6281",".257",".140","8.6","4.5","-83.0"
"1956","Cardinals","1993","5373","5978",".268",".131","20.0","4.0","62.5"
"1961","White Sox","2038","5556","6285",".265",".130","21.3","4.8","33.3"
"2010","Phillies","2277","5581","6291",".260",".153","24.3","4.9","33.5"
"1930","White Sox","1825","5416","5992",".276",".116","6.3","5.5","-10.8"
"2016","Indians","1842","5484","6155",".262",".168","27.4","5.1","24.6"
"1999","Expos","2385","5559","6151",".265",".162","7.6","4.5","5.4"
"1992","Mariners","1795","5564","6180",".263",".139","15.3","4.0","-65.0"
"1962","Cardinals","2187","5643","6307",".271",".123","23.1","4.4","105.1"
"1994","Brewers","1224","3978","4494",".263",".145","11.2","4.2","20.8"
"1945","Red Sox","1774","5365","6016",".260",".086","18.9","4.1","48.5"
"1959","Giants","1877","5222","5823",".262",".155","23.7","4.7","46.5"
"1985","Tigers","1842","5575","6223",".253",".170","24.6","4.3","13.7"
"1971","Red Sox","1931","5401","6107",".252",".145","24.1","3.7","52.6"
"2004","Reds","2361","5518","6278",".250",".168","15.6","4.4","25.6"
"1998","Reds","2270","5496","6269",".262",".140","18.3","4.4","52.5"
"1981","Angels","1134","3688","4191",".256",".124","16.3","3.6","-15.1"
"2010","Rays","2361","5439","6270",".247",".156","31.2","5.6","8.7"
"1940","Senators","1667","5365","5909",".271",".104","9.3","5.3","-4.7"
"1920","Robins","1671","5399","5966",".277",".090","19.4","5.2","20.5"
"1974","Red Sox","1745","5499","6214",".264",".114","22.4","4.3","26.2"
"1995","Blue Jays","1477","5036","5650",".260",".149","5.5","4.5","-75.1"
"1955","Giants","2040","5288","5940",".260",".141","15.8","3.7","39.0"
"1972","Astros","1839","5267","5936",".258",".135","24.3","4.9","-35.3"
"2006","Diamondbacks","2282","5645","6330",".267",".157","10.8","4.6","12.3"
"2007","Cardinals","2440","5529","6211",".274",".132","18.0","3.4","40.6"
"1957","White Sox","1880","5236","6041",".261",".116","30.3","4.8","95.2"
"1979","Cubs","2209","5539","6171",".269",".134","12.3","4.2","-12.2"
"1950","White Sox","1880","5260","5943",".260",".104","9.6","3.2","54.1"
"1940","Reds","1674","5370","5984",".266",".113","28.9","4.2","128.5"
"2005","Marlins","2296","5502","6214",".272",".137","18.2","4.5","2.5"
"2002","Expos","2262","5479","6250",".261",".157","13.2","4.7","-12.7"
"2009","White Sox","2241","5463","6132",".258",".153","7.7","4.3","-48.2"
"2007","Blue Jays","2308","5536","6197",".259",".160","16.2","3.9","-0.8"
"1961","Pirates","1904","5311","5867",".273",".137","18.1","3.8","26.8"
"2007","Dodgers","2417","5614","6282",".275",".131","16.8","4.8","-1.5"
"1961","Indians","1911","5573","6212",".267",".141","22.5","4.0","50.6"
"1950","Reds","1799","5246","5837",".260",".115","6.7","3.6","11.0"
"1992","White Sox","1724","5498","6267",".261",".122","26.9","5.0","17.8"
"1987","Giants","2285","5608","6250",".260",".170","26.1","4.5","56.3"
"1962","Braves","2007","5450","6147",".252",".151","27.2","4.2","61.0"
"1993","Cubs","2268","5627","6217",".270",".143","26.6","4.5","82.3"
"2016","Orioles","1914","5524","6089",".256",".188","19.4","2.5","-26.5"
"1979","Yankees","1762","5421","6061",".266",".139","19.7","4.2","2.8"
"1996","Padres","2178","5653","6417",".265",".137","20.3","4.2","17.4"
"1989","Yankees","1733","5458","6096",".269",".122","24.4","4.4","0.0"
"1989","Rangers","1841","5458","6099",".263",".132","20.5","4.9","-21.5"
"2003","Brewers","2293","5548","6270",".256",".163","9.6","4.4","-26.6"
"1957","Cardinals","1983","5472","6082",".274",".131","20.4","4.1","61.0"
"1921","Red Sox","1621","5201","5840",".276",".084","10.1","5.0","59.5"
"1990","Mets","2107","5504","6182",".256",".152","26.4","4.6","4.9"
"2016","Mariners","1927","5583","6227",".259",".171","21.0","3.7","-44.0"
"1985","Twins","1804","5509","6128",".264",".143","19.5","4.2","19.7"
"1972","Cubs","1875","5245","5947",".257",".131","19.6","4.2","8.1"
"1972","Pirates","1923","5489","6020",".274",".123","32.2","4.1","48.0"
"1976","Pirates","2029","5604","6177",".267",".123","28.3","5.4","47.2"
"2005","Rockies","2302","5544","6240",".267",".144","10.3","4.1","30.5"
"1978","Twins","1812","5522","6326",".267",".108","19.8","4.4","-15.5"
"1970","Twins","2200","5483","6143",".262",".141","25.6","4.1","89.6"
"2009","Cardinals","2358","5465","6168",".263",".152","22.7","4.3","30.9"
"1948","Cubs","1921","5350","5893",".262",".107","14.3","3.8","37.1"
"2014","Blue Jays","2397","5549","6167",".259",".155","24.4","4.2","-21.3"
"1942","Senators","1656","5295","5947",".258",".083","9.4","4.9","-74.4"
"1940","Giants","1713","5324","5900",".267",".106","18.2","4.0","51.2"
"1989","Blue Jays","1722","5581","6216",".260",".138","21.9","5.1","-18.7"
"1926","Braves","1711","5216","5870",".277",".073","10.2","4.7","-11.5"
"2010","Diamondbacks","2271","5473","6183",".250",".166","21.5","4.5","78.0"
"1926","Robins","1836","5130","5790",".263",".096","8.1","4.9","-8.1"
"1933","Phillies","1770","5260","5795",".274",".095","8.6","4.1","1.3"
"1996","Tigers","1760","5530","6203",".256",".165","0.2","4.1","-97.7"
"2013","Angels","2311","5588","6260",".264",".150","25.6","4.5","-24.0"
"1959","Cardinals","2143","5315","5905",".269",".131","12.9","4.2","3.9"
"1972","Braves","1891","5278","5938",".258",".124","18.7","3.0","-12.1"
"1959","Dodgers","2011","5276","6027",".258",".139","17.4","4.6","35.8"
"1951","Senators","1757","5329","5979",".263",".093","11.1","3.9","-4.2"
"1956","Senators","1997","5201","6042",".250",".127","6.1","4.0","-68.7"
"1978","Yankees","1772","5580","6217",".267",".122","27.8","4.5","28.2"
"2011","Royals","2134","5672","6267",".275",".140","20.4","5.2","-13.7"
"1987","Indians","1703","5606","6212",".263",".158","10.6","4.8","-68.1"
"1943","Browns","1707","5175","5864",".245",".103","13.2","3.5","-11.6"
"2007","Astros","2409","5605","6324",".260",".152","12.4","4.0","5.3"
"1960","Red Sox","2045","5215","5931",".261",".128","9.6","3.4","-17.9"
"1982","Yankees","1717","5526","6245",".256",".142","11.7","3.9","-97.4"
"1946","Cubs","1945","5286","6010",".254",".093","18.0","4.1","19.4"
"1981","Orioles","1246","3516","3985",".251",".128","13.9","3.1","-20.5"
"1984","Cubs","2175","5437","6143",".260",".136","21.3","5.5","18.1"
"1998","Padres","2282","5490","6245",".253",".155","17.0","4.3","-14.5"
"2006","Padres","2396","5576","6287",".263",".154","26.1","5.1","65.1"
"1930","Braves","1754","5356","5870",".281",".112","2.9","5.3","32.7"
"1984","Indians","1833","5643","6375",".265",".119","17.1","4.7","-25.8"
"1981","Cardinals","1408","3534","4011",".265",".113","20.4","5.4","54.5"
"1987","Braves","2057","5424","6223",".258",".145","13.8","4.4","6.0"
"1997","Mets","2268","5524","6248",".262",".143","22.9","4.3","81.7"
"2015","Astros","2333","5459","6073",".250",".187","25.1","4.7","-20.9"
"1920","Reds","1580","5176","5799",".277",".072","23.0","5.7","37.6"
"2014","Pirates","2362","5536","6224",".259",".145","27.2","4.4","1.2"
"1965","Red Sox","2000","5482","6215",".251",".149","19.3","3.8","-1.6"
"1990","Royals","1754","5488","6099",".267",".128","13.5","4.7","-75.9"
"2008","Angels","2229","5540","6155",".268",".145","17.1","4.7","-7.9"
"2005","White Sox","2208","5529","6146",".262",".163","18.0","4.5","13.8"
"1947","Athletics","1699","5184","5956",".252",".097","19.0","3.9","74.2"
"2005","Tigers","2211","5602","6136",".272",".157","20.9","4.5","5.9"
"2001","Blue Jays","1859","5663","6284",".263",".167","15.7","5.3","-18.5"
"1975","Brewers","1812","5378","6082",".250",".139","13.8","3.7","-63.6"
"1995","Braves","1932","4814","5464",".250",".160","17.6","4.1","56.8"
"1932","Cardinals","1771","5458","5972",".269",".117","9.6","4.6","-1.6"
"2009","Cubs","2343","5486","6244",".255",".152","15.7","3.8","45.9"
"2008","Diamondbacks","2280","5409","6156",".251",".164","9.2","4.6","-23.6"
"2000","Marlins","2209","5506","6199",".262",".147","14.6","5.1","30.1"
"1982","Pirates","2159","5614","6235",".273",".134","27.7","5.1","36.7"
"1959","Indians","1831","5271","5842",".263",".146","27.0","3.4","95.5"
"1993","Pirates","2160","5549","6269",".267",".126","19.3","4.7","17.4"
"1990","Angels","1689","5570","6267",".260",".131","16.3","3.8","-63.1"
"1934","Braves","1697","5370","5854",".272",".106","17.8","3.9","42.0"
"1923","Braves","1789","5320","5947",".273",".080","6.2","4.1","-13.0"
"2013","Rockies","2330","5599","6152",".270",".149","14.6","5.0","24.5"
"2013","Indians","2337","5465","6165",".255",".155","19.7","4.6","-59.0"
"1980","Cardinals","2088","5597","6191",".275",".125","27.1","5.0","59.2"
"1958","Indians","2005","5192","5831",".258",".145","21.5","3.7","21.8"
"2012","Nationals","2338","5615","6221",".261",".166","24.8","4.6","39.3"
"2016","Rangers","1861","5525","6089",".262",".172","19.0","4.4","-7.9"
"1978","Rangers","1764","5347","6141",".253",".128","21.8","5.2","-2.3"
"1991","Athletics","1810","5410","6192",".248",".141","24.1","4.7","-0.6"
"1979","Cardinals","2110","5734","6347",".278",".123","26.6","5.2","64.4"
"1956","Indians","1928","5148","5987",".244",".137","16.6","3.3","40.0"
"1984","Orioles","1957","5456","6187",".252",".139","24.7","3.3","37.6"
"2013","Rays","2423","5538","6242",".257",".151","28.9","3.7","15.1"
"1928","White Sox","1701","5209","5904",".270",".087","10.3","5.8","32.1"
"1962","Red Sox","1880","5530","6177",".258",".145","17.9","4.0","76.4"
"1992","Rangers","1858","5537","6238",".250",".142","14.7","3.8","-70.9"
"1991","Royals","1863","5584","6244",".264",".129","14.7","4.8","-48.9"
"1997","Pirates","2211","5503","6201",".262",".142","6.5","5.7","-51.4"
"1980","Phillies","2182","5625","6269",".270",".130","25.3","5.3","41.7"
"2011","Rockies","2348","5544","6275",".258",".152","13.5","5.0","25.6"
"1920","Cubs","1635","5115","5809",".264",".090","15.2","5.0","-2.2"
"1995","Tigers","1566","4865","5535",".247",".157","3.2","4.2","-72.6"
"1987","Royals","1730","5499","6128",".262",".150","14.5","5.0","-27.8"
"2015","Tigers","2340","5605","6159",".270",".150","20.9","4.6","-2.5"
"1998","Tigers","1897","5664","6243",".264",".152","16.6","4.6","38.9"
"1959","Red Sox","2012","5225","5985",".256",".130","18.5","4.3","52.3"
"2009","Diamondbacks","2301","5565","6269",".253",".165","16.1","5.0","34.7"
