"Season","Team","G","AB","PA","AVG","ISO","WAR","Spd","Def"
"1943","Blue Jays","1754","5297","5912",".249",".086","10.6","3.3","-9.6"
"1978","Pirates","2025","5402","6035",".257",".128","18.1","5.7","3.6"
"1991","Yankees","1705","5541","6140",".256",".131","10.6","4.4","-58.0"
"1992","Phillies","2060","5500","6172",".253",".124","22.3","5.2","14.7"
"1933","Dodgers","1811","5367","5872",".263",".095","13.0","4.7","-24.7"
"1926","Red Sox","1751","5192","5866",".255",".087","2.8","4.1","34.7"
"1986","Brewers","1616","5461","6126",".255",".130","6.8","4.6","-73.9"
"1952","Tigers","1891","5255","5911",".243",".109","8.3","3.1","-0.1"
"1980","Pirates","2085","5508","6118",".266",".122","20.8","5.3","60.7"
"2013","Reds","2286","5499","6293",".249",".142","24.0","3.7","67.1"
"1963","Yankees","1879","5506","6067",".252",".151","27.3","3.8","91.7"
"1999","Twins","1957","5495","6124",".264",".120","1.3","4.5","-23.7"
"1997","Cubs","2353","5489","6098",".263",".133","13.2","4.8","76.5"
"1989","Giants","2315","5469","6139",".250",".140","31.0","4.8","76.2"
"1990","Brewers","1732","5503","6185",".256",".128","14.0","5.0","-45.9"
"2015","Indians","2285","5439","6109",".256",".144","20.9","4.4","5.6"
"1983","Phillies","2279","5408","6199",".250",".124","13.9","4.8","-23.4"
"2005","Pirates","2289","5573","6221",".259",".141","13.4","4.4","22.8"
"1974","Phillies","2065","5494","6121",".261",".113","17.8","5.1","44.8"
"1958","Cardinals","2063","5255","5891",".261",".119","10.2","3.6","33.5"
"1978","White Sox","1790","5393","5956",".264",".115","12.8","4.2","-29.5"
"1981","Athletics","1192","3677","4113",".247",".131","20.3","5.0","46.3"
"1951","Browns","1845","5219","5847",".247",".110","-2.0","3.9","-26.1"
"2016","Brewers","2023","5330","6061",".244",".163","11.7","4.8","-10.8"
"2011","Phillies","2203","5579","6279",".253",".142","20.6","4.9","28.9"
"1960","Giants","1925","5324","5923",".255",".138","20.8","5.1","33.0"
"1995","Expos","2022","4905","5452",".259",".136","11.0","4.9","28.9"
"1971","Twins","2050","5414","6072",".260",".112","15.8","3.8","-0.6"
"1985","Royals","1836","5500","6095",".252",".149","13.1","5.3","-25.6"
"1941","White Sox","1592","5398","6005",".254",".089","9.2","4.6","61.2"
"2008","Royals","2250","5608","6118",".269",".128","7.0","4.3","-29.7"
"1922","Red Sox","1739","5294","5873",".263",".094","2.0","4.3","32.6"
"1971","Dodgers","1990","5521","6153",".266",".104","26.4","4.3","31.2"
"1970","Padres","2178","5494","6145",".246",".145","15.9","4.1","9.8"
"2015","Orioles","2249","5485","6007",".250",".171","16.8","3.6","-6.3"
"1920","Phillies","1677","5264","5742",".263",".100","6.4","4.7","10.1"
"2009","Astros","2340","5436","6040",".260",".140","13.1","4.5","36.0"
"2007","Nationals","2528","5520","6201",".256",".134","13.2","4.2","39.1"
"1982","Giants","2233","5499","6227",".253",".122","18.1","4.5","-34.3"
"1983","Giants","2120","5368","6127",".247",".129","18.3","4.5","3.4"
"2004","Devil Rays","2182","5483","6098",".258",".147","16.3","5.2","41.6"
"2016","Mets","2104","5459","6115",".246",".171","20.4","3.4","32.2"
"2016","Giants","2069","5565","6271",".258",".140","27.7","4.7","88.6"
"2006","Pirates","2325","5558","6218",".263",".134","7.7","4.0","-13.0"
"1985","Rangers","1737","5362","6005",".253",".127","9.4","4.6","-36.7"
"2015","Nationals","2245","5428","6117",".251",".151","19.4","3.5","19.1"
"2016","Rays","1800","5481","6046",".243",".182","17.6","4.1","-22.7"
"2016","Dodgers","2129","5518","6164",".249",".160","24.9","3.5","60.4"
"2004","Pirates","2330","5483","6115",".260",".141","7.8","4.3","2.6"
"1918","Giants","1333","4164","4589",".260",".071","18.5","5.7","34.3"
"1984","Twins","1688","5561","6106",".265",".120","20.0","3.6","87.1"
"1933","Giants","1775","5461","5939",".263",".097","25.4","3.8","103.2"
"1997","Reds","2303","5484","6153",".253",".137","10.7","5.0","23.9"
"1946","White Sox","1760","5312","5909",".257",".076","14.7","4.0","52.9"
"2002","Mets","2389","5496","6150",".256",".139","17.6","4.0","49.4"
"2012","Giants","2384","5558","6200",".269",".128","28.3","5.6","55.9"
"2004","Royals","2169","5538","6153",".259",".139","1.0","4.0","-47.4"
"1985","White Sox","1984","5470","6089",".253",".139","9.8","4.9","-22.1"
"2011","Indians","2287","5509","6142",".250",".146","13.9","4.4","-58.2"
"1976","Tigers","1786","5441","6018",".257",".108","10.2","4.5","-54.2"
"1980","Twins","1825","5530","6131",".265",".116","12.4","4.1","9.2"
"2003","Devil Rays","2223","5654","6212",".265",".139","17.6","5.3","30.0"
"2004","Mets","2390","5532","6209",".249",".160","11.3","4.5","8.5"
"2001","Royals","1837","5643","6176",".266",".143","11.3","4.9","35.8"
"1944","Braves","1867","5282","5867",".246",".107","10.8","3.9","26.1"
"1978","Cubs","2296","5530","6256",".264",".097","12.2","4.6","17.0"
"2016","Angels","1927","5431","6041",".260",".145","21.6","4.0","24.2"
"1947","White Sox","1778","5271","5833",".256",".086","12.7","4.3","42.0"
"1943","Giants","1830","5290","5896",".247",".087","7.1","3.4","-17.3"
"1932","Reds","1766","5440","5996",".263",".100","14.5","4.2","58.2"
"1918","Pirates","1303","4091","4667",".248",".072","18.1","6.5","43.4"
"1970","Tigers","2117","5377","6199",".238",".135","9.3","3.4","-18.8"
"1937","Reds","1879","5214","5746",".254",".106","11.3","4.4","24.1"
"2016","White Sox","1789","5550","6131",".257",".153","15.0","4.4","-17.0"
"2012","Reds","2211","5477","6115",".251",".159","23.2","4.4","65.9"
"1976","Indians","1754","5413","6030",".263",".096","14.0","4.0","-49.9"
"1992","Padres","2147","5473","6070",".255",".132","23.5","3.8","75.2"
"1971","Braves","1995","5575","6172",".257",".128","11.2","3.6","-23.0"
"1942","Pirates","1789","5107","5754",".245",".085","11.6","4.1","8.1"
"1944","Senators","1653","5318","5924",".261",".069","12.6","4.8","-12.9"
"1990","White Sox","1768","5402","6038",".258",".122","19.1","4.9","45.3"
"1994","Giants","1528","3869","4364",".249",".153","14.6","5.6","64.7"
"1996","Phillies","2083","5499","6171",".256",".131","11.3","4.8","39.3"
"1971","Yankees","1924","5413","6164",".254",".106","22.9","4.1","31.2"
"2013","Diamondbacks","2349","5676","6334",".259",".133","21.2","3.8","78.0"
"2011","Cubs","2373","5549","6130",".256",".144","14.4","4.5","25.6"
"1986","Padres","2356","5515","6118",".261",".126","16.9","3.8","1.3"
"1990","Cubs","2232","5600","6149",".263",".129","9.6","5.0","-38.7"
"1918","Senators","1334","4466","5011",".256",".059","16.3","5.1","19.9"
"1993","Dodgers","2208","5588","6261",".261",".122","10.4","4.5","-59.1"
"1988","Indians","1661","5505","6046",".261",".126","9.2","4.4","-65.4"
"1931","White Sox","1884","5483","6102",".260",".083","2.8","5.5","-18.3"
"1946","Athletics","1789","5200","5796",".253",".085","6.5","3.9","-10.2"
"1997","Phillies","2163","5443","6130",".255",".130","9.7","4.5","48.1"
"1977","Giants","2183","5495","6216",".253",".129","13.5","4.3","8.3"
"2011","Angels","2187","5513","6088",".253",".149","22.2","4.8","28.1"
"1917","Athletics","1648","5108","5781",".254",".069","11.9","5.0","-18.0"
"1943","White Sox","1625","5250","5905",".247",".073","18.3","5.0","38.5"
"2015","Cubs","2406","5491","6200",".244",".154","26.4","4.4","63.5"
"1953","Browns","1946","5256","5867",".249",".114","4.8","2.4","27.2"
"1955","Cubs","1878","5214","5766",".247",".151","10.9","3.9","69.5"
"1962","Indians","2022","5481","6132",".244",".143","16.5","3.4","69.3"
"1954","Pirates","1901","5088","5836",".248",".103","-0.9","3.8","-8.0"
"1962","Orioles","2092","5491","6157",".248",".139","17.4","3.5","64.6"
"1976","Cardinals","2156","5516","6182",".260",".099","19.2","5.0","25.6"
"2005","Royals","2259","5503","6086",".263",".134","2.7","4.0","-87.3"
"1985","Astros","2100","5582","6192",".261",".127","22.8","4.6","8.5"
"2003","Indians","2241","5572","6188",".254",".148","13.8","4.2","10.1"
"1957","Giants","2073","5335","5880",".253",".141","12.3","4.4","21.8"
"1990","Padres","2121","5549","6213",".258",".123","14.9","4.7","-11.4"
"1982","Cardinals","2187","5455","6198",".264",".100","27.5","5.5","90.6"
"2015","Rays","2479","5485","6071",".252",".154","19.9","4.2","6.4"
"1974","Giants","2045","5481","6158",".252",".106","14.8","4.6","27.8"
"2014","Indians","2391","5575","6222",".253",".136","12.7","4.4","-82.4"
"1985","Mets","2073","5549","6248",".257",".128","25.0","4.5","42.7"
"1985","Reds","2182","5431","6145",".255",".121","20.7","4.8","51.2"
"2010","Nationals","2410","5418","6100",".250",".140","15.5","4.5","44.1"
"1974","Indians","1823","5474","6019",".255",".115","17.8","3.7","19.4"
"2010","Athletics","2255","5448","6117",".256",".122","20.2","5.1","6.9"
"1953","Pirates","1955","5249","5898",".247",".109","0.4","4.0","25.9"
"1939","Phillies","1803","5133","5707",".261",".089","3.2","3.9","4.3"
"1967","Cardinals","2023","5558","6143",".263",".117","29.3","4.7","45.3"
"1957","Tigers","1906","5347","6003",".257",".121","16.2","3.4","62.9"
"1967","Pirates","2078","5724","6255",".277",".103","28.3","5.0","26.7"
"2009","Reds","2314","5462","6187",".247",".147","17.4","4.4","94.3"
"1991","Cubs","2291","5522","6130",".253",".138","17.5","4.4","38.5"
"2012","Twins","2271","5562","6209",".260",".130","15.7","4.9","-22.1"
"2015","Mariners","2407","5544","6131",".249",".162","14.5","3.6","-43.7"
"1969","Astros","2004","5344","6191",".240",".112","16.4","4.5","-36.4"
"1989","Angels","1599","5545","6102",".256",".129","22.2","4.6","30.0"
"2015","Pirates","2431","5631","6285",".260",".136","21.5","4.4","12.3"
"1981","Mariners","1314","3780","4201",".251",".117","8.2","4.3","-27.8"
"1977","Astros","2056","5530","6201",".254",".131","24.2","5.9","56.2"
"2009","Mariners","2150","5543","6113",".258",".144","19.7","4.0","75.2"
"2014","Brewers","2327","5462","6065",".250",".147","18.9","4.5","46.9"
"1977","Brewers","1779","5517","6088",".258",".131","10.7","4.2","-25.1"
"1986","Royals","1809","5561","6128",".252",".138","11.3","4.6","-15.0"
"1982","Phillies","2118","5440","6092",".260",".116","18.9","4.2","28.2"
"2014","White Sox","2285","5543","6077",".253",".146","12.0","4.3","-61.7"
"1974","Angels","1828","5401","6085",".254",".102","16.7","4.3","-48.4"
"2007","Royals","2294","5534","6140",".261",".126","14.3","4.9","55.1"
"2005","Giants","2360","5462","6077",".261",".135","13.0","4.1","53.1"
"2003","Reds","2334","5509","6211",".245",".150","10.3","4.0","21.8"
"1974","Braves","2078","5533","6279",".249",".115","19.3","3.9","96.7"
"1959","Pirates","1961","5369","5952",".263",".121","16.1","3.7","37.1"
"1944","Blue Jays","1753","5298","5909",".251",".085","11.3","3.6","25.2"
"1998","Devil Rays","1982","5555","6157",".261",".123","13.6","4.5","71.3"
"2002","Brewers","2329","5415","6083",".253",".137","9.9","4.2","33.0"
"1978","Giants","2083","5361","6100",".248",".126","18.0","4.2","3.3"
"1948","Senators","1906","5109","5782",".244",".087","-0.2","5.1","-6.0"
"1987","Padres","2200","5456","6177",".260",".118","20.4","5.4","77.2"
"1964","Orioles","2029","5462","6142",".248",".138","27.7","3.9","112.2"
"1964","Cubs","1951","5544","6156",".251",".140","19.9","4.3","19.9"
"2011","White Sox","2206","5502","6159",".252",".136","9.8","3.5","-26.0"
"1958","White Sox","1969","5248","5933",".257",".110","21.8","4.8","64.2"
"1934","Reds","1731","5350","5772",".266",".098","2.5","4.4","-22.9"
"1957","Phillies","1902","5211","5884",".250",".124","12.2","4.2","21.4"
"1973","Dodgers","1959","5591","6253",".263",".108","27.6","4.4","94.8"
"2005","Twins","2235","5564","6192",".259",".132","13.2","4.5","18.6"
"1964","Yankees","1999","5705","6358",".253",".134","25.8","4.0","87.1"
"1989","Mets","2084","5489","6131",".246",".139","29.0","4.8","65.9"
"1935","Braves","1775","5309","5761",".263",".099","6.4","3.2","-34.2"
"1977","Padres","2313","5601","6355",".249",".126","17.1","5.1","5.9"
"1983","Dodgers","2238","5440","6130",".250",".129","19.8","4.7","16.3"
"1964","Phillies","2151","5488","6108",".258",".134","23.6","3.9","18.3"
"1916","Red Sox","1871","5017","5755",".248",".070","20.6","5.1","38.7"
"2013","Pirates","2369","5486","6135",".245",".151","23.8","4.6","42.9"
"2014","Athletics","2358","5545","6245",".244",".137","25.0","4.6","0.2"
"1986","Astros","2199","5441","6095",".255",".126","25.5","4.8","68.8"
"1917","Red Sox","1640","5036","5843",".247",".073","23.8","5.1","56.7"
"2013","Nationals","2241","5436","6047",".251",".146","19.3","4.4","32.9"
"1970","Yankees","2034","5492","6211",".251",".113","22.5","4.5","67.4"
"2010","Indians","2255","5487","6165",".248",".130","12.2","4.1","-51.9"
"2008","Padres","2343","5568","6244",".250",".140","14.6","3.4","8.0"
"2012","Phillies","2294","5544","6172",".255",".144","21.3","4.9","52.0"
"1998","Diamondbacks","2067","5491","6116",".246",".146","10.4","4.6","54.3"
"1994","Pirates","1554","3864","4301",".259",".125","9.6","4.2","52.8"
"1981","Expos","1402","3591","4068",".246",".124","17.9","5.6","51.4"
"2012","Rays","2406","5398","6105",".240",".155","21.1","4.9","1.9"
"1920","Braves","1650","5218","5802",".260",".078","13.4","4.8","7.8"
"1984","Astros","2112","5533","6186",".264",".107","21.9","5.2","15.8"
"1979","Braves","2093","5422","6036",".256",".121","2.8","4.4","-49.4"
"1980","Astros","2130","5565","6253",".261",".106","24.2","5.7","30.9"
"2011","Marlins","2348","5508","6232",".247",".142","16.1","4.2","14.5"
"2016","Reds","2120","5487","6094",".256",".152","15.4","5.2","43.3"
"2013","Brewers","2335","5474","6064",".252",".145","16.1","5.1","35.3"
"1975","Mets","2052","5585","6237",".256",".105","18.7","3.3","33.5"
"1976","Mets","1977","5415","6130",".246",".106","21.5","3.6","44.2"
"1974","Brewers","1854","5472","6090",".244",".125","16.0","4.8","-5.6"
"1972","Royals","1975","5167","5845",".255",".098","22.1","4.1","12.1"
"1962","Cubs","2080","5512","6148",".253",".124","8.6","4.4","12.8"
"2012","Blue Jays","2289","5487","6094",".245",".161","12.0","4.6","-32.0"
"2012","Royals","2249","5636","6149",".265",".135","13.3","5.2","-24.7"
"1993","Padres","2316","5504","6137",".252",".137","1.9","4.4","-93.8"
"1982","Blue Jays","1882","5526","6067",".262",".121","7.2","4.6","-7.5"
"2012","Athletics","2247","5527","6183",".238",".166","21.0","5.1","-5.3"
"1990","Expos","2246","5448","6184",".250",".120","17.4","5.4","16.9"
"1985","Brewers","1622","5568","6158",".263",".115","9.2","4.4","-50.4"
"1986","Braves","2160","5384","6069",".250",".131","7.4","3.6","-10.9"
"2015","Cardinals","2406","5484","6139",".253",".142","22.3","4.2","46.1"
"1944","Reds","1670","5270","5819",".254",".084","19.9","3.8","109.7"
"1964","Pirates","2053","5564","6116",".264",".125","21.7","4.0","10.9"
"1986","Expos","2219","5508","6174",".254",".124","18.3","5.3","22.3"
"1959","White Sox","2018","5293","6050",".250",".114","24.6","4.8","120.1"
"1931","Red Sox","1782","5376","5862",".262",".087","4.8","3.6","31.9"
"1967","Cubs","1910","5456","6141",".251",".127","26.4","4.4","73.8"
"1981","Indians","1186","3507","3952",".263",".088","3.8","5.2","-72.6"
"1970","Expos","2194","5408","6248",".237",".127","14.7","4.1","60.9"
"2016","Yankees","1813","5458","6058",".252",".153","14.9","4.0","-14.8"
"1916","Reds","1709","5254","5783",".254",".077","18.9","5.6","2.5"
"1975","Astros","2092","5497","6194",".254",".105","18.1","5.2","10.4"
"1991","Angels","1626","5470","6050",".255",".118","8.2","4.3","-44.0"
"2002","Orioles","2217","5491","6096",".246",".157","13.5","4.6","5.0"
"1994","Mets","1496","3869","4348",".250",".144","7.2","3.5","13.5"
"1957","Pirates","2022","5402","5942",".268",".116","17.6","4.3","80.7"
"1977","Braves","2170","5530","6202",".254",".122","-6.6","3.8","-105.2"
"1988","Rangers","1780","5479","6157",".252",".117","16.3","4.8","8.6"
"2008","Mariners","2296","5643","6176",".265",".124","8.9","4.2","-36.2"
"1991","Dodgers","2228","5407","6158",".253",".106","19.5","4.5","9.4"
"1969","Phillies","1993","5407","6079",".241",".131","12.2","4.2","-36.4"
"1943","Red Sox","1737","5392","6010",".244",".089","13.7","4.2","35.5"
"1982","Mariners","1730","5626","6181",".254",".127","7.2","4.4","-18.1"
"1932","Braves","1730","5498","5969",".265",".101","14.1","4.3","47.8"
"2008","Nationals","2397","5491","6192",".251",".122","8.5","4.1","29.8"
"2010","Angels","2236","5488","6089",".248",".142","13.5","4.3","-23.7"
"2010","Orioles","2240","5554","6109",".259",".127","7.5","3.8","-23.9"
"2009","Pirates","2195","5417","6058",".252",".135","14.8","4.6","66.3"
"2012","Indians","2339","5525","6195",".251",".131","10.3","4.2","-70.0"
"1980","Blue Jays","1820","5571","6149",".251",".132","6.8","4.1","-8.1"
"1976","Astros","2031","5464","6113",".256",".090","22.7","5.3","24.3"
"1972","Dodgers","1853","5270","5903",".256",".104","25.9","4.3","40.9"
"1965","Phillies","2130","5528","6172",".250",".134","17.6","4.1","-5.3"
"2012","Braves","2264","5425","6126",".247",".142","25.7","4.6","104.2"
"1965","Giants","2155","5495","6119",".252",".133","21.4","4.0","31.1"
"1986","Pirates","2260","5456","6164",".250",".123","20.6","4.6","66.5"
"1990","Phillies","2211","5535","6245",".255",".108","21.3","4.5","64.2"
"1922","Braves","1723","5161","5750",".263",".078","-0.5","4.7","-0.2"
"1917","Cardinals","1737","5083","5626",".250",".083","23.4","6.0","55.5"
"2007","Giants","2371","5538","6213",".254",".133","10.5","5.0","60.6"
"1976","Orioles","1771","5457","6091",".243",".115","22.8","4.7","-6.5"
"1969","White Sox","2178","5450","6158",".247",".110","12.6","3.8","16.6"
"1973","Rangers","1691","5488","6113",".255",".106","5.5","4.1","-103.0"
"1965","Indians","2064","5455","6124",".250",".130","20.4","4.2","24.1"
"1973","Astros","1996","5532","6153",".251",".124","18.1","4.4","37.7"
"2009","Padres","2348","5425","6179",".242",".138","15.9","4.2","27.5"
"2016","Marlins","2227","5547","6133",".263",".131","19.0","4.4","56.0"
"1984","Rangers","1738","5569","6100",".261",".116","8.2","4.1","-43.6"
"1966","Phillies","2011","5607","6256",".258",".120","22.2","4.3","29.3"
"2008","Giants","2382","5543","6145",".262",".120","10.5","4.7","55.5"
"1983","Astros","2082","5502","6173",".257",".118","25.4","5.4","73.0"
"2005","Nationals","2352","5426","6142",".252",".134","16.6","3.5","78.8"
"1966","Reds","2106","5521","6043",".260",".135","10.7","4.1","-19.4"
"1963","White Sox","2018","5508","6242",".250",".114","24.8","4.3","77.5"
"2010","Dodgers","2310","5426","6140",".252",".127","13.6","4.3","1.1"
"1989","Padres","2047","5422","6120",".251",".118","14.4","4.5","-40.2"
"1919","Phillies","1450","4746","5219",".251",".091","3.9","5.1","-34.6"
"1939","Bees","1770","5284","5793",".264",".084","14.0","3.9","80.1"
"2015","Mets","2325","5527","6145",".244",".156","23.7","3.6","39.7"
"1998","Expos","2319","5418","6042",".249",".145","12.5","4.3","71.3"
"2001","Devil Rays","1750","5524","6104",".258",".130","6.4","4.4","-41.0"
"1986","Giants","2248","5500","6211",".253",".122","26.3","4.7","97.7"
"2004","Brewers","2255","5483","6195",".248",".139","9.8","4.8","36.7"
"1977","Mariners","1678","5460","6049",".256",".125","9.6","4.3","-14.0"
"2002","Padres","2372","5515","6178",".253",".129","13.1","3.9","12.0"
"1916","Senators","1725","5114","5863",".242",".064","15.7","5.5","17.0"
"1992","Expos","2182","5469","6112",".253",".118","21.8","5.5","36.9"
"1965","Pirates","2086","5686","6249",".265",".117","26.5","4.2","87.4"
"1984","Brewers","1636","5511","6057",".262",".107","7.9","3.5","-53.4"
"1972","Yankees","1891","5160","5785",".250",".108","25.1","3.6","27.3"
"1964","Athletics","2191","5524","6192",".239",".140","8.7","3.3","-14.2"
"1985","Phillies","2210","5477","6122",".245",".138","14.0","5.1","-6.1"
"2005","Mariners","2258","5507","6095",".256",".136","13.7","4.6","-3.2"
"2001","Mets","2262","5458","6155",".249",".137","12.1","3.5","37.9"
"2001","Expos","2164","5378","6025",".253",".143","1.0","4.5","-14.2"
"1981","Giants","1459","3766","4258",".250",".107","12.7","4.6","2.6"
"1989","Cardinals","2234","5492","6141",".258",".105","29.7","5.1","115.5"
"1981","Pirates","1429","3568","3953",".258",".112","8.3","5.3","-9.6"
"2002","Devil Rays","2007","5604","6198",".253",".137","11.5","4.7","-0.9"
"2013","Giants","2396","5552","6168",".260",".121","26.9","4.3","69.0"
"1988","Cubs","2094","5675","6203",".261",".122","16.1","4.9","10.4"
"1992","Royals","1691","5501","6084",".256",".108","7.6","4.8","-35.0"
"1976","Cubs","2168","5518","6154",".251",".105","5.9","3.4","-12.0"
"1917","Braves","1647","5201","5855",".246",".074","20.0","5.6","4.2"
"1988","Brewers","1677","5488","6066",".257",".118","15.9","5.1","4.9"
"1991","Giants","2283","5463","6098",".246",".134","22.1","4.8","47.6"
"1997","Blue Jays","1834","5473","6109",".244",".146","6.3","5.1","-4.2"
"1960","Athletics","1965","5226","5858",".249",".117","3.8","3.1","0.8"
"1984","Mets","2135","5438","6066",".257",".111","19.4","4.6","10.8"
"1959","Senators","1968","5092","5734",".237",".143","4.5","3.7","-26.4"
"1973","Cardinals","2119","5478","6177",".259",".098","17.9","4.3","55.4"
"1982","Cubs","2249","5531","6141",".260",".115","12.5","4.9","1.7"
"1976","Rangers","1680","5555","6271",".250",".091","15.6","3.8","-20.5"
"1956","Athletics","2062","5256","5859",".252",".118","3.9","3.8","17.8"
"2014","Giants","2353","5523","6087",".255",".133","23.0","4.3","34.4"
"1967","Giants","2109","5524","6205",".245",".127","26.1","3.3","54.1"
"1918","Cardinals","1394","4369","4863",".244",".081","13.8","5.6","19.2"
"2002","Pirates","2343","5333","6053",".244",".137","12.6","3.9","43.3"
"1966","Twins","1914","5388","6032",".249",".133","24.2","4.0","91.4"
"1955","Senators","1989","5119","5809",".249",".102","2.9","3.6","-51.2"
"1941","Reds","1673","5217","5816",".247",".090","12.8","4.1","53.4"
"1964","Indians","2083","5591","6245",".248",".133","10.6","3.8","-17.7"
"1980","Braves","2204","5402","5961",".250",".130","12.9","3.7","47.9"
"2015","Athletics","2349","5600","6171",".251",".144","14.3","4.9","-46.6"
"1930","Red Sox","1770","5283","5802",".263",".101","3.7","4.5","61.4"
"1988","Pirates","2189","5379","6091",".247",".123","25.6","4.8","67.6"
"1993","Mets","2146","5448","6057",".248",".142","11.4","4.4","17.3"
"1988","Giants","2186","5448","6176",".248",".120","25.4","4.7","53.4"
"1991","Mets","2141","5359","6077",".244",".121","13.3","4.5","-30.0"
"1996","Dodgers","2211","5535","6182",".252",".132","12.6","4.8","11.5"
"1984","Padres","2132","5504","6119",".259",".112","24.9","5.1","70.1"
"1919","Robins","1466","4844","5283",".263",".077","9.3","5.4","-9.0"
"1978","Expos","2104","5530","6064",".254",".125","26.0","4.2","109.0"
"1978","Braves","2093","5381","6066",".244",".119","4.5","4.1","-20.3"
"2014","Cardinals","2324","5426","6086",".253",".116","21.5","3.6","63.3"
"2014","Astros","2229","5447","6055",".242",".141","11.5","4.4","-82.4"
"1963","Orioles","2017","5448","6055",".249",".130","21.7","4.5","56.5"
"1970","Senators","2213","5458","6221",".239",".120","20.3","3.8","75.6"
"1919","Cubs","1470","4581","5088",".256",".075","15.1","5.5","40.6"
"1932","Red Sox","1810","5291","5853",".251",".099","-1.3","4.0","4.0"
"1942","White Sox","1520","4949","5552",".246",".073","10.3","4.7","43.2"
"2016","Royals","1820","5552","6052",".261",".139","13.9","4.9","23.6"
"1962","Mets","2245","5492","6242",".240",".121","0.2","3.7","-47.3"
"1973","Cubs","2096","5363","6070",".247",".111","4.2","3.3","-10.9"
"1972","Athletics","2102","5190","5835",".240",".126","30.1","4.2","76.7"
"1966","Cubs","2047","5587","6208",".254",".127","13.3","4.2","-6.8"
"1965","Tigers","2005","5368","6064",".238",".136","18.7","3.8","40.3"
"2014","Marlins","2311","5538","6185",".253",".125","18.6","4.2","28.7"
"1978","Mariners","1724","5358","6031",".248",".111","6.9","4.9","-58.0"
"1937","Bees","1621","5115","5731",".247",".092","18.2","4.0","100.3"
"1973","Phillies","2050","5546","6156",".249",".122","10.8","3.5","22.8"
"2015","Reds","2337","5571","6196",".248",".146","16.8","4.7","20.8"
"1970","Brewers","2231","5395","6170",".242",".116","9.4","3.6","0.7"
"1998","Dodgers","2090","5453","6071",".252",".135","12.2","4.8","24.1"
"2013","Mariners","2237","5558","6172",".237",".152","7.5","3.4","-93.3"
"1979","Giants","2168","5395","6133",".246",".118","9.8","4.9","-35.2"
"2013","Twins","2332","5564","6212",".242",".138","9.0","3.1","-54.9"
"2010","Mets","2348","5465","6144",".249",".134","17.0","5.0","43.5"
"1976","White Sox","1753","5532","6171",".255",".094","8.7","4.7","-68.9"
"2011","Dodgers","2304","5436","6094",".257",".118","21.6","4.7","39.6"
"1974","Tigers","1738","5568","6107",".247",".119","6.5","3.9","-45.3"
"1991","Cardinals","2150","5362","6020",".255",".102","20.5","5.5","58.4"
"1989","Expos","2172","5472","6196",".247",".114","17.6","4.7","4.1"
"1989","Phillies","2231","5438","6119",".243",".121","10.2","4.6","-48.9"
"2012","Padres","2384","5422","6112",".247",".133","21.4","5.5","24.5"
"1919","Braves","1503","4739","5292",".253",".071","13.9","5.3","-1.8"
"1989","Tigers","1782","5432","6133",".242",".109","10.1","4.0","-48.0"
"1985","Padres","2088","5506","6149",".255",".113","20.4","3.8","51.5"
"1942","Braves","1800","5077","5660",".240",".089","13.2","3.3","35.1"
"1945","Reds","1725","5283","5796",".249",".083","8.8","3.7","26.6"
"1967","Orioles","1971","5445","6149",".241",".131","27.4","4.0","75.9"
"1998","Marlins","2202","5558","6228",".248",".124","10.0","4.8","24.9"
"1941","Braves","1954","5414","5968",".251",".083","12.2","3.9","46.2"
"2012","Mets","2420","5450","6091",".249",".137","14.5","3.9","-3.3"
"1944","Athletics","1708","5312","5872",".257",".070","9.5","3.7","30.4"
"1967","Braves","1998","5398","6031",".240",".133","20.0","3.6","10.9"
"2001","Orioles","1839","5472","6151",".248",".131","9.3","4.6","-26.5"
"2004","Expos","2289","5474","6138",".249",".143","5.7","4.5","36.0"
"1995","Cardinals","1940","4779","5349",".247",".127","13.0","4.2","71.5"
"1969","Cardinals","1924","5536","6152",".253",".106","17.7","4.3","34.5"
"1958","Athletics","1965","5261","5845",".247",".135","11.2","3.6","35.8"
"1964","Giants","2147","5535","6194",".246",".137","21.5","4.1","29.1"
"1920","Pirates","1601","5202","5776",".257",".075","12.3","5.8","43.9"
"1961","Athletics","2096","5422","6163",".248",".107","1.9","4.4","-6.2"
"1945","Phillies","1921","5203","5738",".246",".081","-1.4","3.8","-50.9"
"1961","Senators","1985","5366","6062",".244",".123","11.0","4.3","44.4"
"2008","Athletics","2282","5451","6138",".242",".127","14.3","4.2","26.2"
"1981","Astros","1400","3693","4156",".257",".099","17.4","4.8","39.0"
"1940","Bees","1763","5326","5807",".256",".093","13.7","4.4","47.3"
"1957","Cubs","2043","5369","5947",".244",".135","6.3","3.3","3.3"
"1967","Twins","2127","5454","6112",".240",".129","16.6","4.4","5.3"
"1972","Cardinals","1941","5326","5884",".260",".095","15.9","4.6","3.6"
"2001","Pirates","2199","5398","6027",".247",".146","6.7","4.1","38.4"
"1992","Red Sox","1739","5460","6186",".246",".101","3.0","3.0","-40.1"
"1989","Reds","2243","5517","6155",".247",".124","11.4","4.5","-15.8"
"1956","Pirates","2075","5221","5757",".257",".123","8.2","3.8","24.1"
"1962","Senators","2135","5484","6072",".250",".124","10.4","4.4","62.7"
"2014","Royals","2273","5545","6058",".263",".113","21.5","5.2","50.5"
