"Season","Team","Inn","rSB","rGDP","rARM","rGFP","rPM","DRS","BIZ","Plays","RZR","OOZ","CPP","RPP","TZL","FSR","ARM","DPR","RngR","ErrR","UZR","UZR/150","Def"
"2016","Athletics","12900.0","-5","1","-8","-10","-55","-72","2215","1770",".799","544","","","","","-7.6","-3.1","-39.7","-3.0","-53.4","-8.2","-56.4"
"2008","Rangers","12978.0","-4","5","3","-9","-47","-55","2485","2021",".813","453","51","-5.5","","","2.1","-1.6","-43.1","-3.6","-46.2","-5.7","-57.8"
"2003","Yankees","13158.0","3","-4","-9","0","-21","-36","2704","1959",".725","343","","","","","-6.6","-2.8","-44.4","-6.0","-59.8","-9.5","-57.8"
"2008","Tigers","13005.0","2","2","-8","-11","-31","-32","2399","1965",".819","421","57","-5.6","","","-8.0","-3.6","-42.4","-6.3","-60.3","-9.3","-57.9"
"2012","Indians","12978.0","-1","2","0","-9","-31","-47","2357","1977",".839","481","71","-3.8","","-11","-4.4","0.7","-41.4","-3.9","-49.0","-6.8","-59.8"
"2004","Red Sox","13062.0","-4","-7","-7","-7","9","-26","2654","1936",".730","436","","","","","-10.2","-7.2","-21.8","-7.7","-46.9","-8.8","-59.9"
"2009","Royals","12834.0","-6","-2","-4","-17","-75","-104","2298","1861",".810","423","85","-4.8","","-74","3.7","-3.9","-39.1","-12.2","-51.5","-6.6","-64.3"
"2005","Royals","12720.0","2","5","-7","-7","-110","-112","2747","1993",".726","373","","","","","0.1","1.1","-62.2","-12.5","-73.6","-9.4","-64.6"
"2014","Indians","13215.0","4","-5","4","8","-77","-66","2211","1785",".807","443","86","2.6","","-27","1.7","-2.8","-62.8","-8.6","-72.4","-9.7","-64.8"
"2003","Brewers","13068.0","2","-3","1","0","-70","-82","2518","1814",".720","335","","","","","5.7","-4.2","-55.3","-10.0","-63.9","-7.7","-64.9"
"2012","Rockies","12798.0","-1","-6","0","-24","-65","-98","2269","1846",".814","429","76","-12.7","","-15","7.4","-4.1","-49.4","-5.1","-51.2","-5.9","-64.9"
"2010","Pirates","12705.0","-6","-2","5","-9","-62","-76","2366","1855",".784","449","72","1.8","","-36","1.7","-4.3","-47.0","-8.2","-57.7","-7.7","-64.9"
"2013","Astros","12960.0","1","4","-6","4","-42","-44","2279","1864",".818","504","69","0.5","","-8","-11.0","3.0","-37.0","-16.6","-61.7","-9.8","-65.2"
"2008","Diamondbacks","12912.0","-3","0","-11","-13","4","-32","2239","1831",".818","393","50","-3.5","","","-8.0","-1.8","-36.2","-10.5","-56.5","-9.3","-66.0"
"2013","Phillies","12927.0","-3","-1","4","5","-98","-96","2209","1810",".819","449","62","4.3","","-23","-1.9","-2.1","-62.1","0.2","-65.9","-9.0","-67.6"
"2007","Padres","13362.0","-12","1","-5","0","33","-3","2444","2032",".831","376","","","","","-8.4","3.3","-44.1","8.0","-41.3","-6.7","-72.3"
"2011","Mets","13032.0","-7","-10","1","-15","-31","-58","2250","1870",".831","462","70","-1.6","","-19","-7.6","-6.9","-33.2","-14.2","-61.9","-9.8","-72.5"
"2014","Astros","12948.0","-3","2","-1","7","-10","-17","2166","1712",".790","643","82","0.0","","-25","-12.3","0.4","-30.8","-21.3","-63.9","-12.3","-74.0"
"2006","Yankees","12993.0","3","1","-8","3","-34","-39","2485","2040",".821","304","","","","","-6.5","-1.5","-62.6","-9.4","-80.1","-11.8","-75.1"
"2004","Yankees","12993.0","-4","-2","-3","-5","-54","-79","2646","1907",".721","306","","","","","-6.7","-2.4","-70.6","10.3","-69.4","-10.3","-78.4"
"2013","Mariners","13185.0","-2","-4","-15","-12","-59","-97","2315","1895",".819","470","70","-2.5","","-43","-14.4","0.2","-56.3","-2.5","-73.0","-11.6","-78.4"
"2003","Blue Jays","12915.0","-8","-1","-12","0","-12","-47","2617","1908",".729","346","","","","","-14.5","-5.9","-43.2","-1.8","-65.5","-11.8","-84.5"
"2005","Yankees","12876.0","-2","-3","-7","6","-104","-120","2841","2040",".718","328","","","","","-4.0","-4.2","-136.0","2.4","-141.7","-19.2","-147.7"
