Year,Team,AVG,ISO,WAR,Spd,Def,lgID,W,L,DivWin,WCWin,LgWin,WSWin,playoffs
2001,Expos/Nationals,0.253,0.143,1.0,4.5,-14.2,NL,68,94,N,N,N,N,False
1989,Cardinals,0.258,0.105,29.7,5.1,115.5,NL,86,76,N,,N,N,False
2002,Devil Rays/Rays,0.253,0.137,11.5,4.7,-0.9,AL,55,106,N,N,N,N,False
2013,Giants,0.26,0.121,26.9,4.3,69.0,NL,76,86,N,N,N,N,False
1988,Cubs,0.261,0.122,16.1,4.9,10.4,NL,77,85,N,,N,N,False
1992,Royals,0.256,0.108,7.6,4.8,-35.0,AL,72,90,N,,N,N,False
1988,Brewers,0.257,0.118,15.9,5.1,4.9,AL,87,75,N,,N,N,False
1991,Giants,0.246,0.134,22.1,4.8,47.6,NL,75,87,N,,N,N,False
1997,Blue Jays,0.244,0.146,6.3,5.1,-4.2,AL,76,86,N,N,N,N,False
2014,Giants,0.255,0.133,23.0,4.3,34.4,NL,88,74,N,Y,Y,Y,True
2002,Pirates,0.244,0.137,12.6,3.9,43.3,NL,72,89,N,N,N,N,False
2015,Athletics,0.251,0.144,14.3,4.9,-46.6,AL,68,94,N,N,N,N,False
1988,Pirates,0.247,0.123,25.6,4.8,67.6,NL,85,75,N,,N,N,False
1993,Mets,0.248,0.142,11.4,4.4,17.3,NL,59,103,N,,N,N,False
1988,Giants,0.248,0.12,25.4,4.7,53.4,NL,83,79,N,,N,N,False
1991,Mets,0.244,0.121,13.3,4.5,-30.0,NL,77,84,N,,N,N,False
1996,Dodgers,0.252,0.132,12.6,4.8,11.5,NL,90,72,N,Y,N,N,True
2014,Cardinals,0.253,0.116,21.5,3.6,63.3,NL,90,72,Y,N,N,N,True
2014,Astros,0.242,0.141,11.5,4.4,-82.4,AL,70,92,N,N,N,N,False
2014,Marlins,0.253,0.125,18.6,4.2,28.7,NL,77,85,N,N,N,N,False
2015,Reds,0.248,0.146,16.8,4.7,20.8,NL,64,98,N,N,N,N,False
1998,Dodgers,0.252,0.135,12.2,4.8,24.1,NL,83,79,N,N,N,N,False
2013,Mariners,0.237,0.152,7.5,3.4,-93.3,AL,71,91,N,N,N,N,False
2013,Twins,0.242,0.138,9.0,3.1,-54.9,AL,66,96,N,N,N,N,False
2010,Mets,0.249,0.134,17.0,5.0,43.5,NL,79,83,N,N,N,N,False
2011,Dodgers,0.257,0.118,21.6,4.7,39.6,NL,82,79,N,N,N,N,False
1991,Cardinals,0.255,0.102,20.5,5.5,58.4,NL,84,78,N,,N,N,False
1989,Expos/Nationals,0.247,0.114,17.6,4.7,4.1,NL,81,81,N,,N,N,False
1989,Phillies,0.243,0.121,10.2,4.6,-48.9,NL,67,95,N,,N,N,False
2012,Padres,0.247,0.133,21.4,5.5,24.5,NL,76,86,N,N,N,N,False
1989,Tigers,0.242,0.109,10.1,4.0,-48.0,AL,59,103,N,,N,N,False
1998,Marlins,0.248,0.124,10.0,4.8,24.9,NL,54,108,N,N,N,N,False
2012,Mets,0.249,0.137,14.5,3.9,-3.3,NL,74,88,N,N,N,N,False
2001,Orioles,0.248,0.131,9.3,4.6,-26.5,AL,63,98,N,N,N,N,False
2004,Expos/Nationals,0.249,0.143,5.7,4.5,36.0,NL,67,95,N,N,N,N,False
1995,Cardinals,0.247,0.127,13.0,4.2,71.5,NL,62,81,N,N,N,N,False
2008,Athletics,0.242,0.127,14.3,4.2,26.2,AL,75,86,N,N,N,N,False
2001,Pirates,0.247,0.146,6.7,4.1,38.4,NL,62,100,N,N,N,N,False
1992,Red Sox,0.246,0.101,3.0,3.0,-40.1,AL,73,89,N,,N,N,False
1989,Reds,0.247,0.124,11.4,4.5,-15.8,NL,75,87,N,,N,N,False
2014,Royals,0.263,0.113,21.5,5.2,50.5,AL,89,73,N,Y,Y,N,True
2011,Braves,0.243,0.144,14.8,3.7,18.3,NL,89,73,N,N,N,N,False
1990,Cardinals,0.256,0.102,20.4,5.4,72.6,NL,70,92,N,,N,N,False
1989,Indians,0.245,0.12,9.7,3.8,-22.5,AL,73,89,N,,N,N,False
2014,Yankees,0.245,0.135,16.6,4.7,-6.7,AL,84,78,N,N,N,N,False
2014,Rangers,0.256,0.119,11.3,4.4,-24.5,AL,67,95,N,N,N,N,False
2015,Twins,0.247,0.152,10.8,4.8,-18.7,AL,83,79,N,N,N,N,False
2009,Giants,0.257,0.132,16.5,4.7,88.9,NL,88,74,N,N,N,N,False
2004,Diamondbacks,0.253,0.14,-0.4,3.9,2.3,NL,51,111,N,N,N,N,False
2015,Angels,0.246,0.15,17.8,3.6,0.5,AL,85,77,N,N,N,N,False
2013,Royals,0.26,0.119,22.8,5.1,68.2,AL,86,76,N,N,N,N,False
2014,Devil Rays/Rays,0.247,0.12,18.1,3.6,-15.1,AL,77,85,N,N,N,N,False
2014,Red Sox,0.244,0.124,16.5,3.7,32.9,AL,71,91,N,N,N,N,False
1992,Astros,0.246,0.113,20.9,4.9,38.6,NL,81,81,N,,N,N,False
2011,Expos/Nationals,0.242,0.14,14.9,4.3,25.4,NL,80,81,N,N,N,N,False
2013,Cubs,0.238,0.154,19.2,3.6,75.3,NL,66,96,N,N,N,N,False
2010,Padres,0.246,0.125,23.0,4.7,80.8,NL,90,72,N,N,N,N,False
1987,Astros,0.253,0.12,11.9,5.0,13.1,NL,76,86,N,,N,N,False
1986,Dodgers,0.251,0.119,11.4,4.3,-29.0,NL,73,89,N,,N,N,False
1988,Expos/Nationals,0.251,0.121,23.5,5.4,77.6,NL,81,81,N,,N,N,False
2015,Brewers,0.251,0.142,11.1,4.7,9.9,NL,68,94,N,N,N,N,False
2012,Pirates,0.243,0.152,15.5,4.3,27.5,NL,79,83,N,N,N,N,False
1998,Pirates,0.254,0.121,5.6,5.4,24.9,NL,69,93,N,N,N,N,False
1992,Cubs,0.254,0.11,14.4,4.1,42.0,NL,78,84,N,,N,N,False
1988,Reds,0.246,0.122,24.8,5.1,93.4,NL,87,74,N,,N,N,False
2013,Phillies,0.248,0.135,6.8,4.2,-32.8,NL,73,89,N,N,N,N,False
2014,Cubs,0.239,0.146,16.9,4.1,31.7,NL,73,89,N,N,N,N,False
1991,Padres,0.244,0.118,20.3,4.5,99.7,NL,84,78,N,,N,N,False
2013,Padres,0.245,0.133,18.4,4.6,29.5,NL,76,86,N,N,N,N,False
1986,White Sox,0.247,0.116,10.4,4.5,46.4,AL,72,90,N,,N,N,False
2012,Dodgers,0.252,0.122,15.8,4.2,43.2,NL,86,76,N,N,N,N,False
2003,Mets,0.247,0.128,5.1,3.9,10.6,NL,66,95,N,N,N,N,False
2015,Marlins,0.26,0.124,16.9,4.8,48.0,NL,71,91,N,N,N,N,False
2011,Athletics,0.244,0.125,8.4,4.7,-35.8,AL,74,88,N,N,N,N,False
1988,White Sox,0.244,0.127,9.6,4.4,-13.7,AL,71,90,N,,N,N,False
2011,Astros,0.258,0.116,13.1,4.7,21.7,NL,56,106,N,N,N,N,False
2013,Yankees,0.242,0.133,11.9,4.8,-0.2,AL,85,77,N,N,N,N,False
1991,Indians,0.254,0.096,4.7,3.7,-32.8,AL,57,105,N,,N,N,False
1988,Orioles,0.238,0.121,7.1,3.4,-40.4,AL,54,107,N,,N,N,False
1989,Pirates,0.241,0.118,21.8,5.3,63.4,NL,74,88,N,,N,N,False
2012,Marlins,0.244,0.138,11.0,5.2,8.9,NL,69,93,N,N,N,N,False
1990,Yankees,0.241,0.125,10.1,4.3,11.2,AL,67,95,N,,N,N,False
2010,Pirates,0.242,0.131,3.7,4.2,-30.8,NL,57,105,N,N,N,N,False
2015,White Sox,0.25,0.13,3.4,4.0,-58.0,AL,76,86,N,N,N,N,False
1991,Expos/Nationals,0.246,0.112,16.5,5.3,43.9,NL,71,90,N,,N,N,False
2014,Diamondbacks,0.248,0.127,10.3,4.9,26.4,NL,64,98,N,N,N,N,False
2013,White Sox,0.249,0.129,4.1,4.1,-43.1,AL,63,99,N,N,N,N,False
2014,Mariners,0.244,0.132,15.9,4.5,-9.5,AL,87,75,N,N,N,N,False
2014,Mets,0.239,0.126,17.8,4.3,36.9,NL,79,83,N,N,N,N,False
2011,Pirates,0.244,0.123,9.8,4.7,7.8,NL,72,90,N,N,N,N,False
1992,Dodgers,0.248,0.09,6.1,4.4,-65.0,NL,63,99,N,,N,N,False
2015,Phillies,0.249,0.133,9.9,4.7,-1.7,NL,63,99,N,N,N,N,False
1993,Marlins,0.248,0.099,6.7,4.3,13.1,NL,64,98,N,,N,N,False
2015,Padres,0.243,0.142,12.6,4.7,-0.7,NL,74,88,N,N,N,N,False
1991,Phillies,0.242,0.117,12.3,4.5,19.0,NL,78,84,N,,N,N,False
2013,Astros,0.24,0.136,1.0,4.1,-76.2,AL,51,111,N,N,N,N,False
1988,Phillies,0.239,0.116,9.2,4.5,-22.3,NL,65,96,N,,N,N,False
1990,Astros,0.242,0.103,10.5,4.7,-7.0,NL,75,87,N,,N,N,False
1988,Padres,0.247,0.104,21.3,4.6,69.4,NL,83,78,N,,N,N,False
1992,Mets,0.235,0.107,9.6,4.4,-11.0,NL,72,90,N,,N,N,False
1992,Giants,0.244,0.111,15.5,4.5,39.6,NL,72,90,N,,N,N,False
2002,Tigers,0.248,0.132,-1.0,4.1,-68.1,AL,55,106,N,N,N,N,False
1987,Dodgers,0.252,0.119,7.5,4.3,-3.1,NL,73,89,N,,N,N,False
2012,Cubs,0.24,0.138,11.7,4.6,64.6,NL,61,101,N,N,N,N,False
2013,Mets,0.237,0.129,19.1,4.6,40.3,NL,74,88,N,N,N,N,False
1991,Astros,0.244,0.102,15.5,4.7,40.0,NL,65,97,N,,N,N,False
2014,Braves,0.241,0.119,15.6,4.0,61.7,NL,79,83,N,N,N,N,False
2015,Braves,0.251,0.108,12.1,3.7,40.8,NL,67,95,N,N,N,N,False
2012,Astros,0.236,0.135,4.9,4.3,4.2,NL,55,107,N,N,N,N,False
2011,Twins,0.247,0.113,3.3,4.2,-29.4,AL,63,99,N,N,N,N,False
2003,Tigers,0.24,0.135,-1.2,4.3,-59.2,AL,43,119,N,N,N,N,False
2011,Giants,0.242,0.126,15.6,3.7,46.0,NL,86,76,N,N,N,N,False
2010,Astros,0.247,0.115,5.6,4.3,23.7,NL,76,86,N,N,N,N,False
2014,Phillies,0.242,0.121,13.1,4.7,21.0,NL,73,89,N,N,N,N,False
1989,Astros,0.239,0.106,19.7,4.8,56.3,NL,86,76,N,,N,N,False
1988,Astros,0.244,0.107,15.4,5.2,2.0,NL,82,80,N,,N,N,False
1988,Dodgers,0.248,0.104,20.0,4.6,50.2,NL,94,67,Y,,Y,Y,True
2014,Reds,0.238,0.127,16.0,4.4,82.4,NL,76,86,N,N,N,N,False
2003,Dodgers,0.243,0.125,10.2,3.9,84.4,NL,85,77,N,N,N,N,False
1989,Braves,0.234,0.115,8.8,3.7,46.6,NL,63,97,N,,N,N,False
1989,Dodgers,0.24,0.099,14.0,3.3,36.1,NL,77,83,N,,N,N,False
1988,Cardinals,0.249,0.088,14.2,5.3,30.3,NL,76,86,N,,N,N,False
2012,Mariners,0.234,0.135,12.0,4.6,5.1,AL,75,87,N,N,N,N,False
1992,Angels,0.243,0.094,1.8,4.4,-8.9,AL,72,90,N,,N,N,False
2011,Padres,0.237,0.112,17.1,5.4,50.0,NL,71,91,N,N,N,N,False
1988,Braves,0.242,0.105,1.5,4.0,-29.6,NL,54,106,N,,N,N,False
1986,Cardinals,0.236,0.09,19.0,6.0,141.0,NL,79,82,N,,N,N,False
2010,Mariners,0.236,0.104,4.5,4.2,-12.3,AL,61,101,N,N,N,N,False
2011,Mariners,0.233,0.115,5.7,4.4,-14.2,AL,67,95,N,N,N,N,False
2014,Padres,0.226,0.115,8.5,4.3,37.2,NL,77,85,N,N,N,N,False
2013,Marlins,0.231,0.104,-0.1,4.1,-1.5,NL,62,100,N,N,N,N,False
